gene id, D-loop w/o 2 sections,D-loop wrong boundaries,no locations info, no gene id features, no features, unable to extract
D-loop,,KF055303.1 - It starts at 9,,,,
D-loop,,KC733263.2 - It ends at 16557 instead of 16569,,,,
D-loop,,KC733276.1 - It ends at 16545 instead of 16557,,,,
D-loop,,KC733275.1 - It ends at 16545 instead of 16557,,,,
D-loop,,KC733274.1 - It ends at 16545 instead of 16557,,,,
D-loop,,KC733273.1 - It ends at 16555 instead of 16557,,,,
D-loop,,KC733272.1 - It ends at 16555 instead of 16557,,,,
D-loop,,KC733271.1 - It ends at 16555 instead of 16557,,,,
D-loop,,KC733270.1 - It ends at 16554 instead of 16557,,,,
D-loop,,KC733269.1 - It ends at 16554 instead of 16557,,,,
D-loop,,KC733268.1 - It ends at 16554 instead of 16557,,,,
D-loop,,KC733267.1 - It ends at 16556 instead of 16557,,,,
D-loop,,KC733266.1 - It ends at 16555 instead of 16588,,,,
D-loop,,KC733265.1 - It ends at 16556 instead of 16557,,,,
D-loop,,KC733261.1 - It ends at 16554 instead of 16557,,,,
D-loop,,KC733260.1 - It ends at 16553 instead of 16557,,,,
D-loop,,KC733259.1 - It ends at 16553 instead of 16557,,,,
D-loop,,KC733255.1 - It ends at 16549 instead of 16557,,,,
D-loop,,KC733254.1 - It ends at 16550 instead of 16557,,,,
D-loop,,KC733253.1 - It ends at 16549 instead of 16561,,,,
D-loop,,KC733252.1 - It ends at 16553 instead of 16557,,,,
D-loop,,KC733251.1 - It ends at 16552 instead of 16557,,,,
D-loop,,KC733250.1 - It ends at 16553 instead of 16557,,,,
D-loop,,KC733249.1 - It ends at 16558 instead of 16570,,,,
D-loop,,KC733248.1 - It ends at 16558 instead of 16570,,,,
D-loop,,JX669285.1 - It ends at 16571 instead of 16657,,,,
D-loop,,JX669269.1 - It ends at 16569 instead of 16658,,,,
D-loop,,JX669265.1 - It ends at 16568 instead of 16657,,,,
D-loop,,KF161455.1 - It starts at 114,,,,
D-loop,,KF161307.1 - It starts at 99,,,,
D-loop,,KF161271.1 - It ends at 16522 instead of 16567,,,,
D-loop,,JX462738.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462737.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462736.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462735.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462734.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462733.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462732.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462731.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462730.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462729.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462728.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462727.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462726.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462725.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462724.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462723.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462722.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462721.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462720.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462719.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462718.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462717.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462716.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462715.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462714.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462713.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462712.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462711.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462710.1 - It ends at 190 but tRNA-Phe starts at 580,,,,
D-loop,,JX462709.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462708.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462706.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462705.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462703.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462702.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462701.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462700.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462698.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462697.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462696.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462695.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462693.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462692.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462691.1 - It ends at 190 but tRNA-Phe starts at 581,,,,
D-loop,,JX462689.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462686.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462685.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX462684.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462683.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462682.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JX462681.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX462680.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX508853.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX508852.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX508851.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX508850.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JX508849.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,KF146293.1,,,,,
D-loop,KF146292.1,,,,,
D-loop,KF146291.1,,,,,
D-loop,KF146290.1,,,,,
D-loop,KF146289.1,,,,,
D-loop,KF146288.1,,,,,
D-loop,KF146287.1,,,,,
D-loop,KF146286.1,,,,,
D-loop,KF146285.1,,,,,
D-loop,KF146284.1,,,,,
D-loop,KF146283.1,,,,,
D-loop,KF146282.1,,,,,
D-loop,KF146281.1,,,,,
D-loop,KF146280.1,,,,,
D-loop,KF146279.1,,,,,
D-loop,KF146278.1,,,,,
D-loop,KF146277.1,,,,,
D-loop,KF146276.1,,,,,
D-loop,KF146275.1,,,,,
D-loop,KF146274.1,,,,,
D-loop,KF146273.1,,,,,
D-loop,KF146272.1,,,,,
D-loop,KF146271.1,,,,,
D-loop,KF146270.1,,,,,
D-loop,KF146269.1,,,,,
D-loop,KF146268.1,,,,,
D-loop,KF146267.1,,,,,
D-loop,KF146266.1,,,,,
D-loop,KF146265.1,,,,,
D-loop,KF146264.1,,,,,
D-loop,KF146263.1,,,,,
D-loop,KF146262.1,,,,,
D-loop,KF146261.1,,,,,
D-loop,KF146260.1,,,,,
D-loop,KF146259.1,,,,,
D-loop,KF146258.1,,,,,
D-loop,KF146257.1,,,,,
D-loop,KF146256.1,,,,,
D-loop,KF146255.1,,,,,
D-loop,KF146254.1,,,,,
D-loop,KF146253.1,,,,,
D-loop,KF146252.1,,,,,
D-loop,KF146251.1,,,,,
D-loop,KF146250.1,,,,,
D-loop,KF146249.1,,,,,
D-loop,KF146248.1,,,,,
D-loop,KF146247.1,,,,,
D-loop,KF146246.1,,,,,
D-loop,KF146245.1,,,,,
D-loop,KF146244.1,,,,,
D-loop,KF146243.1,,,,,
D-loop,KF146242.1,,,,,
D-loop,KF146241.1,,,,,
D-loop,KF146240.1,,,,,
D-loop,KF146239.1,,,,,
D-loop,KF146238.1,,,,,
D-loop,KF146237.1,,,,,
D-loop,KF146236.1,,,,,
D-loop,,JX462739.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX462687.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,KC993973.1 - It starts at 81,,,,
D-loop,,KC993967.1 - It starts at 44,,,,
D-loop,,KC993958.1 - It ends at 16465 instead of 16570,,,,
D-loop,,JN989561.1 - It starts at 2,,,,
D-loop,,GU056815.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,EU200237.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JX494787.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX535003.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX488759.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX524225.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,GQ214526.2,,,,,
D-loop,GQ214525.1,,,,,
D-loop,GQ214524.2,,,,,
D-loop,GQ214520.2,,,,,
D-loop,GQ214527.2,,,,,
D-loop,GQ214523.3,,,,,
D-loop,GQ214522.3,,,,,
D-loop,GQ214521.3,,,,,
D-loop,,JX417188.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JX424821.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JX415317.1 - It ends at 190 but tRNA-Phe starts at 581,,,,
D-loop,,JX423390.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX415318.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JX414172.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214429.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214428.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214427.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214426.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214425.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214424.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214423.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214422.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214421.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214420.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214419.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214418.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214417.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214416.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214415.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214414.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214413.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214412.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214411.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214410.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214409.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214408.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214407.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214406.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214405.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214404.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214403.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214402.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214401.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214400.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214399.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214398.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214397.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214396.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214395.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214394.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214393.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214392.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN214391.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JF979211.1 - It ends at 184 but tRNA-Phe starts at 572,,,,
D-loop,,JF979210.1 - It ends at 184 but tRNA-Phe starts at 570,,,,
D-loop,,JF979209.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF979208.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF979207.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF979206.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF979205.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF979204.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JF979203.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JF979202.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF979201.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF979200.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JF979199.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JF979198.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,FJ157846.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157845.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157844.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157843.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157841.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157849.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157848.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157847.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157842.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,FJ157840.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,FJ157839.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,FJ157838.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,JN214480.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214479.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214478.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214477.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214476.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214475.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214474.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214473.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214472.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214471.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214470.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214469.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214468.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214467.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214466.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214465.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214464.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214463.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214462.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214461.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214460.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214459.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214458.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214457.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214454.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214453.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214452.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214451.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214450.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214449.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214448.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214447.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214446.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214444.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214443.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214442.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214441.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214440.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN214438.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214437.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214436.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN214435.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214434.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN214433.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214432.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214431.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN214430.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JN819535.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN834028.1 - It ends at 190 but tRNA-Phe starts at 580,,,,
D-loop,,JN828512.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN828961.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN648827.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN657206.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN651417.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN663354.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN663830.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN252308.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN232198.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN224991.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,JN247624.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN212576.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN106183.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN112339.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,JN107640.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN106403.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN107813.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN037470.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN037468.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN037469.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN030346.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN034636.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN048471.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN032298.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JN035224.1 - It ends at 190 but tRNA-Phe starts at 580,,,,
D-loop,,JN038393.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN035288.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN032303.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN034044.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN043363.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JN038392.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF747026.1 - It ends at 16566 instead of 16568,,,,
D-loop,HQ113226.2,,,,,
D-loop,,HQ287898.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287897.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287896.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287895.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287894.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,HQ287893.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287892.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287891.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287890.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287889.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287888.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287887.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287886.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287885.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287884.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287883.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287882.1 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,HQ287881.1 - It ends at 190 but tRNA-Phe starts at 580,,,,
D-loop,,HQ287880.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287879.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ287878.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287877.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287876.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,HQ287875.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,HQ287874.1 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,HQ287873.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,HQ287872.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF275845.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF265240.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF265069.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,JF286634.1 - It ends at 190 but tRNA-Phe starts at 580,,,,
D-loop,,JF286633.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,HQ917079.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,JF262142.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,JF261632.1 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195792.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195791.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195790.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195789.2 - It ends at 191 but tRNA-Phe starts at 576,,,,
D-loop,,AY195788.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195786.2 - It ends at 190 but tRNA-Phe starts at 574,,,,
D-loop,,AY195785.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195784.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195783.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195782.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195781.2 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,AY195779.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195778.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195776.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195775.2 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,AY195774.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195772.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195770.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195769.2 - It ends at 190 but tRNA-Phe starts at 583,,,,
D-loop,,AY195768.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195767.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195765.2 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,AY195763.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195762.2 - It ends at 190 but tRNA-Phe starts at 573,,,,
D-loop,,AY195760.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195759.2 - It ends at 190 but tRNA-Phe starts at 573,,,,
D-loop,,AY195758.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195756.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195755.2 - It ends at 190 but tRNA-Phe starts at 573,,,,
D-loop,,AY195754.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195753.2 - It ends at 190 but tRNA-Phe starts at 577,,,,
D-loop,,AY195752.2 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195749.2 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,AY195747.2 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195746.2 - It ends at 190 but tRNA-Phe starts at 579,,,,
D-loop,,AY195745.2 - It ends at 190 but tRNA-Phe starts at 576,,,,
D-loop,,AY195787.1 - It ends at 190 but tRNA-Phe starts at 578,,,,
D-loop,,AY195780.1 - It ends at 190 but tRNA-Phe starts at 575,,,,
D-loop,,AY195777.1 - It ends at 190 but tRNA-Phe starts at 574,,,,
