gene,haplogroup,tool,#columns
COX1,L2,M,mafft_parttree,-,289
COX1,L2,C,clustalo,-,174
COX1,L2,C,mafft_auto,-,174
COX1,L2,C,mafft_parttree,-,174
COX1,L2,E,clustalo,-,128
COX1,L2,E,mafft_auto,-,128
COX1,L2,E,mafft_parttree,-,128
COX1,L2,G,clustalo,-,127
COX1,L2,G,mafft_auto,-,127
COX1,L2,G,mafft_parttree,-,127
COX1,L2,Q,clustalo,-,121
COX1,L2,Q,mafft_auto,-,121
COX1,L2,Q,mafft_parttree,-,121
COX1,L2,Z,clustalo,-,120
COX1,L2,Z,mafft_auto,-,120
COX1,L2,Z,mafft_parttree,-,120
COX1,L2,D,clustalo,-,197
COX1,L2,D,mafft_auto,-,197
COX1,L2,D,mafft_parttree,-,197
COX1,L2,N,clustalo,-,162
COX1,L2,N,mafft_auto,-,162
COX1,L2,N,mafft_parttree,-,162
COX1,L2,A,clustalo,-,170
COX1,L2,A,mafft_auto,-,170
COX1,L2,A,mafft_parttree,-,170
COX1,L2,I,clustalo,-,147
COX1,L2,I,mafft_auto,-,147
COX1,L2,I,mafft_parttree,-,147
COX1,L2,O,clustalo,-,112
COX1,L2,O,mafft_auto,-,112
COX1,L2,O,mafft_parttree,-,112
COX1,L2,S,clustalo,-,113
COX1,L2,S,mafft_auto,-,113
COX1,L2,S,mafft_parttree,-,113
COX1,L2,W,clustalo,-,133
COX1,L2,W,mafft_auto,-,133
COX1,L2,W,mafft_parttree,-,133
COX1,L2,X,clustalo,-,131
COX1,L2,X,mafft_auto,-,131
COX1,L2,X,mafft_parttree,-,131
COX1,L2,Y,clustalo,-,118
COX1,L2,Y,mafft_auto,-,118
COX1,L2,Y,mafft_parttree,-,118
COX1,L2,R0,clustalo,-,122
COX1,L2,R0,mafft_auto,-,122
COX1,L2,R0,mafft_parttree,-,122
COX1,L2,B6,clustalo,-,112
COX1,L2,B6,mafft_auto,-,112
COX1,L2,B6,mafft_parttree,-,112
COX1,L2,F,clustalo,-,149
COX1,L2,F,mafft_auto,-,149
COX1,L2,F,mafft_parttree,-,149
COX1,L2,J,clustalo,-,193
COX1,L2,J,mafft_auto,-,193
COX1,L2,J,mafft_parttree,-,193
COX1,L2,P,clustalo,-,144
COX1,L2,P,mafft_auto,-,144
COX1,L2,P,mafft_parttree,-,144
COX1,L2,K,clustalo,-,207
COX1,L2,K,mafft_auto,-,207
COX1,L2,K,mafft_parttree,-,207
COX1,L2,B,clustalo,-,235
COX1,L2,B,mafft_auto,-,235
COX1,L2,B,mafft_parttree,-,235
COX1,L2,HV,clustalo,-,143
COX1,L2,HV,mafft_auto,-,143
COX1,L2,HV,mafft_parttree,-,143
COX1,L2,T,clustalo,-,187
COX1,L2,T,mafft_auto,-,187
COX1,L2,T,mafft_parttree,-,187
COX1,L2,R,clustalo,-,169
COX1,L2,R,mafft_auto,-,169
COX1,L2,R,mafft_parttree,-,169
COX1,L2,H,clustalo,-,230
COX1,L2,H,mafft_auto,-,230
COX1,L2,H,mafft_parttree,-,230
COX1,L2,V,clustalo,-,131
COX1,L2,V,mafft_auto,-,131
COX1,L2,V,mafft_parttree,-,131
COX1,L2,U,clustalo,-,258
COX1,L2,U,mafft_auto,-,258
COX1,L2,U,mafft_parttree,-,258
COX1,L3,L4,clustalo,-,148
COX1,L3,L4,mafft_auto,-,148
COX1,L3,L4,mafft_parttree,-,148
COX1,L3,L5,clustalo,-,147
COX1,L3,L5,mafft_auto,-,147
COX1,L3,L5,mafft_parttree,-,147
COX1,L3,L6,clustalo,-,147
COX1,L3,L6,mafft_auto,-,147
COX1,L3,L6,mafft_parttree,-,147
COX1,L3,M,clustalo,-,292
COX1,L3,M,mafft_auto,-,292
COX1,L3,M,mafft_parttree,-,292
COX1,L3,C,clustalo,-,192
COX1,L3,C,mafft_auto,-,192
COX1,L3,C,mafft_parttree,-,192
COX1,L3,E,clustalo,-,154
COX1,L3,E,mafft_auto,-,154
COX1,L3,E,mafft_parttree,-,154
COX1,L3,G,clustalo,-,160
COX1,L3,G,mafft_auto,-,160
COX1,L3,G,mafft_parttree,-,160
COX1,L3,Q,clustalo,-,151
COX1,L3,Q,mafft_auto,-,151
COX1,L3,Q,mafft_parttree,-,151
COX1,L3,Z,clustalo,-,149
COX1,L3,Z,mafft_auto,-,149
COX1,L3,Z,mafft_parttree,-,149
COX1,L3,D,clustalo,-,206
COX1,L3,D,mafft_auto,-,206
COX1,L3,D,mafft_parttree,-,206
COX1,L3,N,clustalo,-,186
COX1,L3,N,mafft_auto,-,186
COX1,L3,N,mafft_parttree,-,186
COX1,L3,A,clustalo,-,183
COX1,L3,A,mafft_auto,-,183
COX1,L3,A,mafft_parttree,-,183
COX1,L3,I,clustalo,-,173
COX1,L3,I,mafft_auto,-,173
COX1,L3,I,mafft_parttree,-,173
COX1,L3,O,clustalo,-,143
COX1,L3,O,mafft_auto,-,143
COX1,L3,O,mafft_parttree,-,143
COX1,L3,S,clustalo,-,143
COX1,L3,S,mafft_auto,-,143
COX1,L3,S,mafft_parttree,-,143
COX1,L3,W,clustalo,-,160
COX1,L3,W,mafft_auto,-,160
COX1,L3,W,mafft_parttree,-,160
COX1,L3,X,clustalo,-,158
COX1,L3,X,mafft_auto,-,158
COX1,L3,X,mafft_parttree,-,158
COX1,L3,Y,clustalo,-,144
COX1,L3,Y,mafft_auto,-,144
COX1,L3,Y,mafft_parttree,-,144
COX1,L3,R0,clustalo,-,156
COX1,L3,R0,mafft_auto,-,156
COX1,L3,R0,mafft_parttree,-,156
COX1,L3,B6,clustalo,-,144
COX1,L3,B6,mafft_auto,-,144
COX1,L3,B6,mafft_parttree,-,144
COX1,L3,F,clustalo,-,174
COX1,L3,F,mafft_auto,-,174
COX1,L3,F,mafft_parttree,-,174
COX1,L3,J,clustalo,-,215
COX1,L3,J,mafft_auto,-,215
COX1,L3,J,mafft_parttree,-,215
COX1,L3,P,clustalo,-,163
COX1,L3,P,mafft_auto,-,163
COX1,L3,P,mafft_parttree,-,163
COX1,L3,K,clustalo,-,220
COX1,L3,K,mafft_auto,-,220
COX1,L3,K,mafft_parttree,-,220
COX1,L3,B,clustalo,-,241
COX1,L3,B,mafft_auto,-,241
COX1,L3,B,mafft_parttree,-,241
COX1,L3,HV,clustalo,-,169
COX1,L3,HV,mafft_auto,-,169
COX1,L3,HV,mafft_parttree,-,169
COX1,L3,T,clustalo,-,207
COX1,L3,T,mafft_auto,-,207
COX1,L3,T,mafft_parttree,-,207
COX1,L3,R,clustalo,-,187
COX1,L3,R,mafft_auto,-,187
COX1,L3,R,mafft_parttree,-,187
COX1,L3,H,clustalo,-,236
COX1,L3,H,mafft_auto,-,236
COX1,L3,H,mafft_parttree,-,236
COX1,L3,V,clustalo,-,156
COX1,L3,V,mafft_auto,-,156
COX1,L3,V,mafft_parttree,-,156
COX1,L3,U,clustalo,-,254
COX1,L3,U,mafft_auto,-,254
COX1,L3,U,mafft_parttree,-,254
COX1,L4,L5,clustalo,-,29
COX1,L4,L5,mafft_auto,-,29
COX1,L4,L5,mafft_parttree,-,29
COX1,L4,L6,clustalo,-,26
COX1,L4,L6,mafft_auto,-,26
COX1,L4,L6,mafft_parttree,-,26
COX1,L4,M,clustalo,-,258
COX1,L4,M,mafft_auto,-,258
COX1,L4,M,mafft_parttree,-,258
COX1,L4,C,clustalo,-,105
COX1,L4,C,mafft_auto,-,105
COX1,L4,C,mafft_parttree,-,105
COX1,L4,E,clustalo,-,37
COX1,L4,E,mafft_auto,-,37
COX1,L4,E,mafft_parttree,-,37
COX1,L4,G,clustalo,-,47
COX1,L4,G,mafft_auto,-,47
COX1,L4,G,mafft_parttree,-,47
COX1,L4,Q,clustalo,-,36
COX1,L4,Q,mafft_auto,-,36
COX1,L4,Q,mafft_parttree,-,36
COX1,L4,Z,clustalo,-,33
COX1,L4,Z,mafft_auto,-,33
COX1,L4,Z,mafft_parttree,-,33
COX1,L4,D,clustalo,-,139
COX1,L4,D,mafft_auto,-,139
COX1,L4,D,mafft_parttree,-,139
COX1,L4,N,clustalo,-,99
COX1,L4,N,mafft_auto,-,99
COX1,L4,N,mafft_parttree,-,99
COX1,L4,A,clustalo,-,97
COX1,L4,A,mafft_auto,-,97
COX1,L4,A,mafft_parttree,-,97
COX1,L4,I,clustalo,-,81
COX1,L4,I,mafft_auto,-,81
COX1,L4,I,mafft_parttree,-,81
COX1,L4,O,clustalo,-,21
COX1,L4,O,mafft_auto,-,21
COX1,L4,O,mafft_parttree,-,21
COX1,L4,S,clustalo,-,20
COX1,L4,S,mafft_auto,-,20
COX1,L4,S,mafft_parttree,-,20
COX1,L4,W,clustalo,-,53
COX1,L4,W,mafft_auto,-,53
COX1,L4,W,mafft_parttree,-,53
COX1,L4,X,clustalo,-,55
COX1,L4,X,mafft_auto,-,55
COX1,L4,X,mafft_parttree,-,55
COX1,L4,Y,clustalo,-,26
COX1,L4,Y,mafft_auto,-,26
COX1,L4,Y,mafft_parttree,-,26
COX1,L4,R0,clustalo,-,46
COX1,L4,R0,mafft_auto,-,46
COX1,L4,R0,mafft_parttree,-,46
COX1,L4,B6,clustalo,-,20
COX1,L4,B6,mafft_auto,-,20
COX1,L4,B6,mafft_parttree,-,20
COX1,L4,F,clustalo,-,79
COX1,L4,F,mafft_auto,-,79
COX1,L4,F,mafft_parttree,-,79
COX1,L4,J,clustalo,-,148
COX1,L4,J,mafft_auto,-,148
COX1,L4,J,mafft_parttree,-,148
COX1,L4,P,clustalo,-,59
COX1,L4,P,mafft_auto,-,59
COX1,L4,P,mafft_parttree,-,59
COX1,L4,K,clustalo,-,152
COX1,L4,K,mafft_auto,-,152
COX1,L4,K,mafft_parttree,-,152
COX1,L4,B,clustalo,-,185
COX1,L4,B,mafft_auto,-,185
COX1,L4,B,mafft_parttree,-,185
COX1,L4,HV,clustalo,-,72
COX1,L4,HV,mafft_auto,-,72
COX1,L4,HV,mafft_parttree,-,72
COX1,L4,T,clustalo,-,143
COX1,L4,T,mafft_auto,-,143
COX1,L4,T,mafft_parttree,-,143
COX1,L4,R,clustalo,-,104
COX1,L4,R,mafft_auto,-,104
COX1,L4,R,mafft_parttree,-,104
COX1,L4,H,clustalo,-,222
COX1,L4,H,mafft_auto,-,222
COX1,L4,H,mafft_parttree,-,222
COX1,L4,V,clustalo,-,54
COX1,L4,V,mafft_auto,-,54
COX1,L4,V,mafft_parttree,-,54
COX1,L4,U,clustalo,-,218
COX1,L4,U,mafft_auto,-,218
COX1,L4,U,mafft_parttree,-,218
COX1,L5,L6,clustalo,-,19
COX1,L5,L6,mafft_auto,-,19
COX1,L5,L6,mafft_parttree,-,19
COX1,L5,M,clustalo,-,258
COX1,L5,M,mafft_auto,-,258
COX1,L5,M,mafft_parttree,-,258
COX1,L5,C,clustalo,-,99
COX1,L5,C,mafft_auto,-,99
COX1,L5,C,mafft_parttree,-,99
COX1,L5,E,clustalo,-,33
COX1,L5,E,mafft_auto,-,33
COX1,L5,E,mafft_parttree,-,33
COX1,L5,G,clustalo,-,43
COX1,L5,G,mafft_auto,-,43
COX1,L5,G,mafft_parttree,-,43
COX1,L5,Q,clustalo,-,29
COX1,L5,Q,mafft_auto,-,29
COX1,L5,Q,mafft_parttree,-,29
COX1,L5,Z,clustalo,-,27
COX1,L5,Z,mafft_auto,-,27
COX1,L5,Z,mafft_parttree,-,27
COX1,L5,D,clustalo,-,136
COX1,L5,D,mafft_auto,-,136
COX1,L5,D,mafft_parttree,-,136
COX1,L5,N,clustalo,-,96
COX1,L5,N,mafft_auto,-,96
COX1,L5,N,mafft_parttree,-,96
COX1,L5,A,clustalo,-,95
COX1,L5,A,mafft_auto,-,95
COX1,L5,A,mafft_parttree,-,95
COX1,L5,I,clustalo,-,78
COX1,L5,I,mafft_auto,-,78
COX1,L5,I,mafft_parttree,-,78
COX1,L5,O,clustalo,-,14
COX1,L5,O,mafft_auto,-,14
COX1,L5,O,mafft_parttree,-,14
COX1,L5,S,clustalo,-,14
COX1,L5,S,mafft_auto,-,14
COX1,L5,S,mafft_parttree,-,14
COX1,L5,W,clustalo,-,50
COX1,L5,W,mafft_auto,-,50
COX1,L5,W,mafft_parttree,-,50
COX1,L5,X,clustalo,-,50
COX1,L5,X,mafft_auto,-,50
COX1,L5,X,mafft_parttree,-,50
COX1,L5,Y,clustalo,-,19
COX1,L5,Y,mafft_auto,-,19
COX1,L5,Y,mafft_parttree,-,19
COX1,L5,R0,clustalo,-,39
COX1,L5,R0,mafft_auto,-,39
COX1,L5,R0,mafft_parttree,-,39
COX1,L5,B6,clustalo,-,13
COX1,L5,B6,mafft_auto,-,13
COX1,L5,B6,mafft_parttree,-,13
COX1,L5,F,clustalo,-,76
COX1,L5,F,mafft_auto,-,76
COX1,L5,F,mafft_parttree,-,76
COX1,L5,J,clustalo,-,143
COX1,L5,J,mafft_auto,-,143
COX1,L5,J,mafft_parttree,-,143
COX1,L5,P,clustalo,-,53
COX1,L5,P,mafft_auto,-,53
COX1,L5,P,mafft_parttree,-,53
COX1,L5,K,clustalo,-,152
COX1,L5,K,mafft_auto,-,152
COX1,L5,K,mafft_parttree,-,152
COX1,L5,B,clustalo,-,183
COX1,L5,B,mafft_auto,-,183
COX1,L5,B,mafft_parttree,-,183
COX1,L5,HV,clustalo,-,67
COX1,L5,HV,mafft_auto,-,67
COX1,L5,HV,mafft_parttree,-,67
COX1,L5,T,clustalo,-,136
COX1,L5,T,mafft_auto,-,136
COX1,L5,T,mafft_parttree,-,136
COX1,L5,R,clustalo,-,99
COX1,L5,R,mafft_auto,-,99
COX1,L5,R,mafft_parttree,-,99
COX1,L5,H,clustalo,-,218
COX1,L5,H,mafft_auto,-,218
COX1,L5,H,mafft_parttree,-,218
COX1,L5,V,clustalo,-,50
COX1,L5,V,mafft_auto,-,50
COX1,L5,V,mafft_parttree,-,50
COX1,L5,U,clustalo,-,215
COX1,L5,U,mafft_auto,-,215
COX1,L5,U,mafft_parttree,-,215
COX1,L6,M,clustalo,-,259
COX1,L6,M,mafft_auto,-,259
COX1,L6,M,mafft_parttree,-,259
COX1,L6,C,clustalo,-,98
COX1,L6,C,mafft_auto,-,98
COX1,L6,C,mafft_parttree,-,98
COX1,L6,E,clustalo,-,28
COX1,L6,E,mafft_auto,-,28
COX1,L6,E,mafft_parttree,-,28
COX1,L6,G,clustalo,-,39
COX1,L6,G,mafft_auto,-,39
COX1,L6,G,mafft_parttree,-,39
COX1,L6,Q,clustalo,-,26
COX1,L6,Q,mafft_auto,-,26
COX1,L6,Q,mafft_parttree,-,26
COX1,L6,Z,clustalo,-,23
COX1,L6,Z,mafft_auto,-,23
COX1,L6,Z,mafft_parttree,-,23
COX1,L6,D,clustalo,-,136
COX1,L6,D,mafft_auto,-,136
COX1,L6,D,mafft_parttree,-,136
COX1,L6,N,clustalo,-,94
COX1,L6,N,mafft_auto,-,94
COX1,L6,N,mafft_parttree,-,94
COX1,L6,A,clustalo,-,94
COX1,L6,A,mafft_auto,-,94
COX1,L6,A,mafft_parttree,-,94
COX1,L6,I,clustalo,-,75
COX1,L6,I,mafft_auto,-,75
COX1,L6,I,mafft_parttree,-,75
COX1,L6,O,clustalo,-,10
COX1,L6,O,mafft_auto,-,10
COX1,L6,O,mafft_parttree,-,10
COX1,L6,S,clustalo,-,11
COX1,L6,S,mafft_auto,-,11
COX1,L6,S,mafft_parttree,-,11
COX1,L6,W,clustalo,-,46
COX1,L6,W,mafft_auto,-,46
COX1,L6,W,mafft_parttree,-,46
COX1,L6,X,clustalo,-,48
COX1,L6,X,mafft_auto,-,48
COX1,L6,X,mafft_parttree,-,48
COX1,L6,Y,clustalo,-,15
COX1,L6,Y,mafft_auto,-,15
COX1,L6,Y,mafft_parttree,-,15
COX1,L6,R0,clustalo,-,35
COX1,L6,R0,mafft_auto,-,35
COX1,L6,R0,mafft_parttree,-,35
COX1,L6,B6,clustalo,-,9
COX1,L6,B6,mafft_auto,-,9
COX1,L6,B6,mafft_parttree,-,9
COX1,L6,F,clustalo,-,74
COX1,L6,F,mafft_auto,-,74
COX1,L6,F,mafft_parttree,-,74
COX1,L6,J,clustalo,-,142
COX1,L6,J,mafft_auto,-,142
COX1,L6,J,mafft_parttree,-,142
COX1,L6,P,clustalo,-,49
COX1,L6,P,mafft_auto,-,49
COX1,L6,P,mafft_parttree,-,49
COX1,L6,K,clustalo,-,153
COX1,L6,K,mafft_auto,-,153
COX1,L6,K,mafft_parttree,-,153
COX1,L6,B,clustalo,-,183
COX1,L6,B,mafft_auto,-,183
COX1,L6,B,mafft_parttree,-,183
COX1,L6,HV,clustalo,-,63
COX1,L6,HV,mafft_auto,-,63
COX1,L6,HV,mafft_parttree,-,63
COX1,L6,T,clustalo,-,134
COX1,L6,T,mafft_auto,-,134
COX1,L6,T,mafft_parttree,-,134
COX1,L6,R,clustalo,-,101
COX1,L6,R,mafft_auto,-,101
COX1,L6,R,mafft_parttree,-,101
COX1,L6,H,clustalo,-,216
COX1,L6,H,mafft_auto,-,216
COX1,L6,H,mafft_parttree,-,216
COX1,L6,V,clustalo,-,49
COX1,L6,V,mafft_auto,-,49
COX1,L6,V,mafft_parttree,-,49
COX1,L6,U,clustalo,-,217
COX1,L6,U,mafft_auto,-,217
COX1,L6,U,mafft_parttree,-,217
COX1,M,C,clustalo,-,278
COX1,M,C,mafft_auto,-,278
COX1,M,C,mafft_parttree,-,278
COX1,M,E,clustalo,-,263
COX1,M,E,mafft_auto,-,263
COX1,M,E,mafft_parttree,-,263
COX1,M,G,clustalo,-,265
COX1,M,G,mafft_auto,-,265
COX1,M,G,mafft_parttree,-,265
COX1,M,Q,clustalo,-,260
COX1,M,Q,mafft_auto,-,260
COX1,M,Q,mafft_parttree,-,260
COX1,M,Z,clustalo,-,258
COX1,M,Z,mafft_auto,-,258
COX1,M,Z,mafft_parttree,-,258
COX1,M,D,clustalo,-,284
COX1,M,D,mafft_auto,-,284
COX1,M,D,mafft_parttree,-,284
COX1,M,N,clustalo,-,275
COX1,M,N,mafft_auto,-,275
COX1,M,N,mafft_parttree,-,275
COX1,M,A,clustalo,-,277
COX1,M,A,mafft_auto,-,277
COX1,M,A,mafft_parttree,-,277
COX1,M,I,clustalo,-,272
COX1,M,I,mafft_auto,-,272
COX1,M,I,mafft_parttree,-,272
COX1,M,O,clustalo,-,256
COX1,M,O,mafft_auto,-,256
COX1,M,O,mafft_parttree,-,256
COX1,M,S,clustalo,-,257
COX1,M,S,mafft_auto,-,257
COX1,M,S,mafft_parttree,-,257
COX1,M,W,clustalo,-,267
COX1,M,W,mafft_auto,-,267
COX1,M,W,mafft_parttree,-,267
COX1,M,X,clustalo,-,266
COX1,M,X,mafft_auto,-,266
COX1,M,X,mafft_parttree,-,266
COX1,M,Y,clustalo,-,259
COX1,M,Y,mafft_auto,-,259
COX1,M,Y,mafft_parttree,-,259
COX1,M,R0,clustalo,-,260
COX1,M,R0,mafft_auto,-,260
COX1,M,R0,mafft_parttree,-,260
COX1,M,B6,clustalo,-,256
COX1,M,B6,mafft_auto,-,256
COX1,M,B6,mafft_parttree,-,256
COX1,M,F,clustalo,-,269
COX1,M,F,mafft_auto,-,269
COX1,M,F,mafft_parttree,-,269
COX1,M,J,clustalo,-,292
COX1,M,J,mafft_auto,-,292
COX1,M,J,mafft_parttree,-,292
COX1,M,P,clustalo,-,269
COX1,M,P,mafft_auto,-,269
COX1,M,P,mafft_parttree,-,269
COX1,M,K,clustalo,-,290
COX1,M,K,mafft_auto,-,290
COX1,M,K,mafft_parttree,-,290
COX1,M,B,clustalo,-,312
COX1,M,B,mafft_auto,-,312
COX1,M,B,mafft_parttree,-,312
COX1,M,HV,clustalo,-,265
COX1,M,HV,mafft_auto,-,265
COX1,M,HV,mafft_parttree,-,265
COX1,M,T,clustalo,-,275
COX1,M,T,mafft_auto,-,275
COX1,M,T,mafft_parttree,-,275
COX1,M,R,clustalo,-,277
COX1,M,R,mafft_auto,-,277
COX1,M,R,mafft_parttree,-,277
COX1,M,H,clustalo,-,259
COX1,M,H,mafft_auto,-,259
COX1,M,H,mafft_parttree,-,259
COX1,M,V,clustalo,-,258
COX1,M,V,mafft_auto,-,258
COX1,M,V,mafft_parttree,-,258
COX1,M,U,clustalo,-,311
COX1,M,U,mafft_auto,-,311
COX1,M,U,mafft_parttree,-,311
COX1,C,E,clustalo,-,107
COX1,C,E,mafft_auto,-,107
COX1,C,E,mafft_parttree,-,107
COX1,C,G,clustalo,-,115
COX1,C,G,mafft_auto,-,115
COX1,C,G,mafft_parttree,-,115
COX1,C,Q,clustalo,-,103
COX1,C,Q,mafft_auto,-,103
COX1,C,Q,mafft_parttree,-,103
COX1,C,Z,clustalo,-,99
COX1,C,Z,mafft_auto,-,99
COX1,C,Z,mafft_parttree,-,99
COX1,C,D,clustalo,-,178
COX1,C,D,mafft_auto,-,178
COX1,C,D,mafft_parttree,-,178
COX1,C,N,clustalo,-,156
COX1,C,N,mafft_auto,-,156
COX1,C,N,mafft_parttree,-,156
COX1,C,A,clustalo,-,155
COX1,C,A,mafft_auto,-,155
COX1,C,A,mafft_parttree,-,155
COX1,C,I,clustalo,-,139
COX1,C,I,mafft_auto,-,139
COX1,C,I,mafft_parttree,-,139
COX1,C,O,clustalo,-,91
COX1,C,O,mafft_auto,-,91
COX1,C,O,mafft_parttree,-,91
COX1,C,S,clustalo,-,94
COX1,C,S,mafft_auto,-,94
COX1,C,S,mafft_parttree,-,94
COX1,C,W,clustalo,-,117
COX1,C,W,mafft_auto,-,117
COX1,C,W,mafft_parttree,-,117
COX1,C,X,clustalo,-,118
COX1,C,X,mafft_auto,-,118
COX1,C,X,mafft_parttree,-,118
COX1,C,Y,clustalo,-,96
COX1,C,Y,mafft_auto,-,96
COX1,C,Y,mafft_parttree,-,96
COX1,C,R0,clustalo,-,108
COX1,C,R0,mafft_auto,-,108
COX1,C,R0,mafft_parttree,-,108
COX1,C,B6,clustalo,-,92
COX1,C,B6,mafft_auto,-,92
COX1,C,B6,mafft_parttree,-,92
COX1,C,F,clustalo,-,135
COX1,C,F,mafft_auto,-,135
COX1,C,F,mafft_parttree,-,135
COX1,C,J,clustalo,-,184
COX1,C,J,mafft_auto,-,184
COX1,C,J,mafft_parttree,-,184
COX1,C,P,clustalo,-,120
COX1,C,P,mafft_auto,-,120
COX1,C,P,mafft_parttree,-,120
COX1,C,K,clustalo,-,191
COX1,C,K,mafft_auto,-,191
COX1,C,K,mafft_parttree,-,191
COX1,C,B,clustalo,-,222
COX1,C,B,mafft_auto,-,222
COX1,C,B,mafft_parttree,-,222
COX1,C,HV,clustalo,-,134
COX1,C,HV,mafft_auto,-,134
COX1,C,HV,mafft_parttree,-,134
COX1,C,T,clustalo,-,183
COX1,C,T,mafft_auto,-,183
COX1,C,T,mafft_parttree,-,183
COX1,C,R,clustalo,-,154
COX1,C,R,mafft_auto,-,154
COX1,C,R,mafft_parttree,-,154
COX1,C,H,clustalo,-,237
COX1,C,H,mafft_auto,-,237
COX1,C,H,mafft_parttree,-,237
COX1,C,V,clustalo,-,117
COX1,C,V,mafft_auto,-,117
COX1,C,V,mafft_parttree,-,117
COX1,C,U,clustalo,-,251
COX1,C,U,mafft_auto,-,251
COX1,C,U,mafft_parttree,-,251
COX1,E,G,clustalo,-,51
COX1,E,G,mafft_auto,-,51
COX1,E,G,mafft_parttree,-,51
COX1,E,Q,clustalo,-,37
COX1,E,Q,mafft_auto,-,37
COX1,E,Q,mafft_parttree,-,37
COX1,E,Z,clustalo,-,33
COX1,E,Z,mafft_auto,-,33
COX1,E,Z,mafft_parttree,-,33
COX1,E,D,clustalo,-,141
COX1,E,D,mafft_auto,-,141
COX1,E,D,mafft_parttree,-,141
COX1,E,N,clustalo,-,99
COX1,E,N,mafft_auto,-,99
COX1,E,N,mafft_parttree,-,99
COX1,E,A,clustalo,-,102
COX1,E,A,mafft_auto,-,102
COX1,E,A,mafft_parttree,-,102
COX1,E,I,clustalo,-,81
COX1,E,I,mafft_auto,-,81
COX1,E,I,mafft_parttree,-,81
COX1,E,O,clustalo,-,23
COX1,E,O,mafft_auto,-,23
COX1,E,O,mafft_parttree,-,23
COX1,E,S,clustalo,-,24
COX1,E,S,mafft_auto,-,24
COX1,E,S,mafft_parttree,-,24
COX1,E,W,clustalo,-,57
COX1,E,W,mafft_auto,-,57
COX1,E,W,mafft_parttree,-,57
COX1,E,X,clustalo,-,60
COX1,E,X,mafft_auto,-,60
COX1,E,X,mafft_parttree,-,60
COX1,E,Y,clustalo,-,28
COX1,E,Y,mafft_auto,-,28
COX1,E,Y,mafft_parttree,-,28
COX1,E,R0,clustalo,-,48
COX1,E,R0,mafft_auto,-,48
COX1,E,R0,mafft_parttree,-,48
COX1,E,B6,clustalo,-,22
COX1,E,B6,mafft_auto,-,22
COX1,E,B6,mafft_parttree,-,22
COX1,E,F,clustalo,-,81
COX1,E,F,mafft_auto,-,81
COX1,E,F,mafft_parttree,-,81
COX1,E,J,clustalo,-,147
COX1,E,J,mafft_auto,-,147
COX1,E,J,mafft_parttree,-,147
COX1,E,P,clustalo,-,54
COX1,E,P,mafft_auto,-,54
COX1,E,P,mafft_parttree,-,54
COX1,E,K,clustalo,-,156
COX1,E,K,mafft_auto,-,156
COX1,E,K,mafft_parttree,-,156
COX1,E,B,clustalo,-,186
COX1,E,B,mafft_auto,-,186
COX1,E,B,mafft_parttree,-,186
COX1,E,HV,clustalo,-,74
COX1,E,HV,mafft_auto,-,74
COX1,E,HV,mafft_parttree,-,74
COX1,E,T,clustalo,-,140
COX1,E,T,mafft_auto,-,140
COX1,E,T,mafft_parttree,-,140
COX1,E,R,clustalo,-,107
COX1,E,R,mafft_auto,-,107
COX1,E,R,mafft_parttree,-,107
COX1,E,H,clustalo,-,216
COX1,E,H,mafft_auto,-,216
COX1,E,H,mafft_parttree,-,216
COX1,E,V,clustalo,-,55
COX1,E,V,mafft_auto,-,55
COX1,E,V,mafft_parttree,-,55
COX1,E,U,clustalo,-,220
COX1,E,U,mafft_auto,-,220
COX1,E,U,mafft_parttree,-,220
COX1,G,Q,clustalo,-,45
COX1,G,Q,mafft_auto,-,45
COX1,G,Q,mafft_parttree,-,45
COX1,G,Z,clustalo,-,42
COX1,G,Z,mafft_auto,-,42
COX1,G,Z,mafft_parttree,-,42
COX1,G,D,clustalo,-,151
COX1,G,D,mafft_auto,-,151
COX1,G,D,mafft_parttree,-,151
COX1,G,N,clustalo,-,108
COX1,G,N,mafft_auto,-,108
COX1,G,N,mafft_parttree,-,108
COX1,G,A,clustalo,-,105
COX1,G,A,mafft_auto,-,105
COX1,G,A,mafft_parttree,-,105
COX1,G,I,clustalo,-,88
COX1,G,I,mafft_auto,-,88
COX1,G,I,mafft_parttree,-,88
COX1,G,O,clustalo,-,32
COX1,G,O,mafft_auto,-,32
COX1,G,O,mafft_parttree,-,32
COX1,G,S,clustalo,-,33
COX1,G,S,mafft_auto,-,33
COX1,G,S,mafft_parttree,-,33
COX1,G,W,clustalo,-,65
COX1,G,W,mafft_auto,-,65
COX1,G,W,mafft_parttree,-,65
COX1,G,X,clustalo,-,65
COX1,G,X,mafft_auto,-,65
COX1,G,X,mafft_parttree,-,65
COX1,G,Y,clustalo,-,38
COX1,G,Y,mafft_auto,-,38
COX1,G,Y,mafft_parttree,-,38
COX1,G,R0,clustalo,-,58
COX1,G,R0,mafft_auto,-,58
COX1,G,R0,mafft_parttree,-,58
COX1,G,B6,clustalo,-,32
COX1,G,B6,mafft_auto,-,32
COX1,G,B6,mafft_parttree,-,32
COX1,G,F,clustalo,-,88
COX1,G,F,mafft_auto,-,88
COX1,G,F,mafft_parttree,-,88
COX1,G,J,clustalo,-,150
COX1,G,J,mafft_auto,-,150
COX1,G,J,mafft_parttree,-,150
COX1,G,P,clustalo,-,68
